session_id,test_type,created_at,stroke_count,total_points,stroke_duration_mean,stroke_duration_std,total_drawing_time,pressure_mean,pressure_std,pressure_min,pressure_max
session_026_imageAssociation,imageAssociation,1760886273936,12,320,1243.75,399.2576705587508,14925,0.6476132965723957,0.20375437123962029,0.28325608064306645,1.0032427553634464
session_027_clockDrawing,clockDrawing,1760893644410,15,372,1231.0,403.3769122462679,18465,0.6672849079510869,0.1968544977364411,0.2940318261555955,1.0050391755398664
session_028_clockDrawing,clockDrawing,1760886274023,12,391,1429.0,470.35004695084984,17148,0.6631125809856256,0.20217222960102785,0.28233600680885107,1.0040172336966933
session_029_imageAssociation,imageAssociation,1760850420422,11,259,1474.5454545454545,341.9687289362113,16220,0.6342390664855867,0.1967014173233346,0.2980432887339045,1.009491726384388
session_030_imageAssociation,imageAssociation,1760911562941,10,280,1386.9,334.87682810251295,13869,0.6326568168115589,0.20179553078253226,0.27894200671632713,1.0066073107141182
session_031_wordRecall,wordRecall,1760852283338,12,319,1290.5833333333333,425.69207539670685,15487,0.6484792942650842,0.2021526406052027,0.2936455803184705,0.999461933614886
session_032_wordRecall,wordRecall,1760856070187,15,431,1250.2,351.36158014216636,18753,0.646052317676692,0.19534877306211715,0.2883961335939145,1.033015191354443
session_033_selectionMemory,selectionMemory,1760885517307,7,230,969.4285714285714,457.5808615949307,6786,0.639288330438532,0.19938654867734248,0.2924028916750546,1.0069006938917686
session_034_imageAssociation,imageAssociation,1760834073625,7,209,1451.0,319.74543445863753,10157,0.6482755125234534,0.20090977772838048,0.30337180217019294,0.9969332355324244
session_035_wordRecall,wordRecall,1760867946546,11,355,1237.1818181818182,477.0501818813802,13609,0.6527021960070672,0.1955506653924908,0.2978723366883729,1.0123528384968177
session_036_selectionMemory,selectionMemory,1760859350887,11,319,1249.8181818181818,358.2895776988263,13748,0.6461392080986814,0.20561574830611679,0.2764929711850733,1.0387341462974486
session_037_clockDrawing,clockDrawing,1760848247321,5,80,1297.0,491.099582569564,6485,0.6528733659978014,0.1902329150467363,0.29923727133846245,0.9873797935984704
session_038_selectionMemory,selectionMemory,1760910972259,15,425,1118.7333333333333,374.7065459203449,16781,0.6548110301718899,0.20632719487166143,0.3010046839271578,1.0080261301079538
session_039_clockDrawing,clockDrawing,1760829524898,11,355,1205.7272727272727,260.7580177130761,13263,0.6455805467709609,0.20545790956702986,0.29881306627304755,1.0018844188729563
session_040_selectionMemory,selectionMemory,1760863408158,8,245,1240.75,292.5404886507165,9926,0.6403611403479876,0.21038971599064712,0.2728324333283248,1.0134142883611654
session_041_wordRecall,wordRecall,1760877162354,14,446,1098.857142857143,444.37063956355445,15384,0.6411932352142888,0.20202061333569807,0.29537457964583963,1.00044421433114
session_042_selectionMemory,selectionMemory,1760832732079,11,341,1172.090909090909,471.6835330726533,12893,0.6560700158882099,0.20823158246368575,0.2951657081043026,1.0048491451259267
session_043_clockDrawing,clockDrawing,1760833869548,8,182,1323.625,441.1980670571892,10589,0.6447975806448398,0.1930320027693647,0.29816362660798834,1.0082033339459227
session_044_imageAssociation,imageAssociation,1760859922595,12,399,1394.4166666666667,430.1080209926597,16733,0.6457811146549687,0.20295973680715082,0.2939759080562362,1.0026120262790303
session_045_wordRecall,wordRecall,1760891338843,9,277,1179.7777777777778,458.57697228074244,10618,0.6372069836513814,0.21460939723030964,0.29203406342141397,1.015061935956603
session_046_imageAssociation,imageAssociation,1760857783606,5,111,1504.4,162.6955438848895,7522,0.6467355958961926,0.19815579940689246,0.29435112074215886,1.0029331628861862
session_047_clockDrawing,clockDrawing,1760826977133,13,325,1200.076923076923,592.0277360366542,15601,0.644144950983763,0.21344493499624442,0.2792934577136846,1.0154392534637762
session_048_clockDrawing,clockDrawing,1760889650313,9,267,1191.6666666666667,478.0285904978209,10725,0.6447187306593961,0.19794372740922117,0.2740138661769704,1.0021813815909841
session_049_clockDrawing,clockDrawing,1760859509897,13,378,1278.6923076923076,370.5306765283014,16623,0.6739399669309483,0.2024019274822639,0.30007272481906794,0.9942443433261655
